,key,Start,End,segment,PN6,PN7,PN8,PN9,PN13,PN14,PN15,PN16,PN17,PN22,PN24,PN25,PN31,PN32,PN33,PN38,PN40,PN41,PN42,PN45,PN46,PN47,PN48,sum_reads,classification,max_diff,slope,rank,cluster
15340,PB1_166_2129,166,2129,PB1,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.051383399209486175,8067.0,1.0
21792,PB1_345_2099,345,2099,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,7.0,de_novo_loss,4.0,0.05138339920948616,8067.0,1.0
23386,PB1_460_1826,460,1826,PB1,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,1.0
22238,PB1_368_1858,368,1858,PB1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.026679841897233204,8067.0,1.0
22956,PB1_410_1884,410,1884,PB1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.018774703557312252,8067.0,1.0
15797,PB1_176_2139,176,2139,PB1,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.038537549407114624,8067.0,1.0
21883,PB1_347_1872,347,1872,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.026679841897233204,8067.0,1.0
14267,PB1_146_175,146,175,PB1,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.03162055335968379,8067.0,1.0
24299,PB1_58_181,58,181,PB1,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.049407114624505935,8067.0,1.0
15875,PB1_1790_1828,1790,1828,PB1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.03359683794466403,8067.0,1.0
21785,PB1_345_1999,345,1999,PB1,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,1.0
23844,PB1_543_1897,543,1897,PB1,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.049407114624505935,8067.0,1.0
23802,PB1_53_2102,53,2102,PB1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.02865612648221344,8067.0,1.0
24283,PB1_57_84,57,84,PB1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.03359683794466403,8067.0,1.0
22422,PB1_373_2110,373,2110,PB1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.03359683794466403,8067.0,1.0
15675,PB1_174_1969,174,1969,PB1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.02371541501976285,8067.0,1.0
22563,PB1_376_2247,376,2247,PB1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.0474308300395257,8067.0,1.0
23396,PB1_460_1942,460,1942,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.013833992094861662,8067.0,1.0
23888,PB1_54_1362,54,1362,PB1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.024703557312252968,8067.0,1.0
15099,PB1_162_2258,162,2258,PB1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.03162055335968379,8067.0,1.0
21992,PB1_350_2211,350,2211,PB1,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.058300395256917,8067.0,1.0
23449,PB1_465_1744,465,1744,PB1,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.0474308300395257,8067.0,1.0
24704,PB1_67_2074,67,2074,PB1,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.0474308300395257,8067.0,1.0
22492,PB1_375_1983,375,1983,PB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.009881422924901186,8067.0,1.0
23151,PB1_428_2130,428,2130,PB1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.029644268774703556,8067.0,1.0
15526,PB1_169_2166,169,2166,PB1,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.049407114624505935,8067.0,1.0
21986,PB1_350_2057,350,2057,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.019762845849802372,8067.0,1.0
17133,PB1_1965_2016,1965,2016,PB1,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.046442687747035576,8067.0,1.0
14814,PB1_157_2230,157,2230,PB1,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04150197628458499,8067.0,1.0
14360,PB1_147_2162,147,2162,PB1,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.039525691699604744,8067.0,1.0
14159,PB1_1437_2260,1437,2260,PB1,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.03359683794466403,8067.0,1.0
15284,PB1_165_2060,165,2060,PB1,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.039525691699604744,8067.0,1.0
22651,PB1_381_2177,381,2177,PB1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.01679841897233202,8067.0,1.0
15479,PB1_168_2022,168,2022,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.019762845849802372,8067.0,1.0
23738,PB1_534_2129,534,2129,PB1,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,1.0
19660,PB1_234_2069,234,2069,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,de_novo_loss,4.0,0.03359683794466403,8067.0,1.0
19641,PB1_233_2076,233,2076,PB1,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.05928853754940711,8067.0,1.0
16283,PB1_187_2061,187,2061,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.019762845849802372,8067.0,1.0
16359,PB1_1884_1970,1884,1970,PB1,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.051383399209486175,8067.0,1.0
24532,PB1_63_2177,63,2177,PB1,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.05039525691699605,8067.0,1.0
13895,PB1_137_2194,137,2194,PB1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.039525691699604744,8067.0,1.0
20159,PB1_263_2075,263,2075,PB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,de_novo_loss,4.0,0.039525691699604744,8067.0,1.0
24761,PB1_68_1906,68,1906,PB1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04347826086956523,8067.0,1.0
20518,PB1_279_1906,279,1906,PB1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.03656126482213438,8067.0,1.0
20549,PB1_279_2052,279,2052,PB1,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.049407114624505914,8067.0,1.0
20553,PB1_279_2062,279,2062,PB1,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.04545454545454546,8067.0,1.0
24756,PB1_68_1829,68,1829,PB1,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.0474308300395257,8067.0,1.0
20012,PB1_258_2141,258,2141,PB1,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.05335968379446641,8067.0,1.0
16256,PB1_1876_1899,1876,1899,PB1,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.039525691699604744,8067.0,1.0
23252,PB1_448_2142,448,2142,PB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.004940711462450593,8067.0,1.0
20738,PB1_287_1918,287,1918,PB1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.0029644268774703564,8067.0,1.0
20181,PB1_265_1957,265,1957,PB1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.017786561264822132,8067.0,1.0
24376,PB1_60_1865,60,1865,PB1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.01778656126482213,8067.0,1.0
20064,PB1_260_2166,260,2166,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.009881422924901186,8067.0,1.0
19644,PB1_233_2091,233,2091,PB1,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.05434782608695651,8067.0,1.0
14925,PB1_160_2116,160,2116,PB1,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.05039525691699605,8067.0,1.0
13063,PB1_115_2119,115,2119,PB1,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04150197628458499,8067.0,1.0
13053,PB1_115_2071,115,2071,PB1,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04347826086956522,8067.0,1.0
20885,PB1_290_2053,290,2053,PB1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.01976284584980237,8067.0,1.0
24539,PB1_63_289,63,289,PB1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.025691699604743087,8067.0,1.0
21380,PB1_328_1723,328,1723,PB1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.03359683794466403,8067.0,1.0
13532,PB1_1316_2143,1316,2143,PB1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04150197628458499,8067.0,1.0
20996,PB1_297_2186,297,2186,PB1,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.05039525691699605,8067.0,1.0
24177,PB1_56_1772,56,1772,PB1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.022727272727272728,8067.0,1.0
20772,PB1_288_1902,288,1902,PB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.009881422924901186,8067.0,1.0
21607,PB1_337_2129,337,2129,PB1,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.042490118577075096,8067.0,1.0
21645,PB1_338_1982,338,1982,PB1,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.0474308300395257,8067.0,1.0
21734,PB1_343_1881,343,1881,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.011857707509881426,8067.0,1.0
21657,PB1_338_2057,338,2057,PB1,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.051383399209486175,8067.0,1.0
13606,PB1_132_2095,132,2095,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.0029644268774703542,8067.0,1.0
12835,PB1_109_2162,109,2162,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.02371541501976285,8067.0,1.0
12791,PB1_105_2175,105,2175,PB1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.03063241106719368,8067.0,1.0
13839,PB1_137_2031,137,2031,PB1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.013833992094861662,8067.0,1.0
12936,PB1_113_1949,113,1949,PB1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.034584980237154145,8067.0,1.0
12955,PB1_113_2068,113,2068,PB1,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.04545454545454546,8067.0,1.0
17208,PB1_196_2079,196,2079,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,de_novo_loss,4.0,0.05533596837944665,8067.0,1.0
14296,PB1_146_2127,146,2127,PB1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.034584980237154145,8067.0,1.0
12772,PB1_104_2056,104,2056,PB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.024703557312252968,8067.0,1.0
14137,PB1_142_2115,142,2115,PB1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.0316205533596838,8067.0,1.0
14309,PB1_146_2192,146,2192,PB1,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.052371541501976274,8067.0,1.0
23138,PB1_427_2091,427,2091,PB1,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.03162055335968379,8067.0,1.0
23946,PB1_54_1986,54,1986,PB1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,0.016798418972332016,8067.0,1.0
16616,PB1_1927_1995,1927,1995,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-2.2489695656932516e-18,8067.0,1.0
16584,PB1_191_216,191,216,PB1,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,1.0
13673,PB1_133_2164,133,2164,PB1,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.05928853754940711,8067.0,1.0
13704,PB1_135_2010,135,2010,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.018774703557312245,8067.0,1.0
13896,PB1_137_2195,137,2195,PB1,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.056324110671936746,8067.0,1.0
24020,PB1_550_1821,550,1821,PB1,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.049407114624505935,8067.0,1.0
16636,PB1_192_1829,192,1829,PB1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.029644268774703556,8067.0,1.0
14414,PB1_148_2033,148,2033,PB1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,0.015810276679841893,8067.0,1.0
16475,PB1_189_2103,189,2103,PB1,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,-0.04051383399209487,8067.0,1.0
13687,PB1_134_2097,134,2097,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,de_novo_loss,4.0,0.043478260869565216,8067.0,1.0
13665,PB1_133_2131,133,2131,PB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,4.0,-0.018774703557312252,8067.0,1.0
